user,time slot,region,ground truth,sensing traffic,prediction,noise(pp)
25,64,26,105.0,105,94,0.0
25,43,14,122.0,122,112,0.0
25,14,19,66.0,66,65,0.0
25,102,8,128.0,128,132,0.0
25,118,3,35.0,35,35,0.0
25,59,13,143.0,143,132,0.0
25,48,28,14.0,14,12,0.0
25,6,31,0.0,0,1,0.0
25,119,16,2.0,2,20,0.0
26,3,16,137.0,137,107,0.0
26,86,11,84.0,84,49,0.0
26,52,1,108.0,108,115,0.0
26,103,5,77.0,77,55,0.0
26,117,3,39.0,39,40,0.0
26,41,9,269.0,269,316,0.0
26,4,6,317.0,317,376,0.0
26,75,24,29.0,29,25,0.0
26,43,13,181.0,181,167,0.0
26,28,10,18.0,18,24,0.0
26,9,30,73.0,73,73,0.0
26,1,26,142.0,142,132,0.0
26,88,21,125.0,125,111,0.0
26,33,6,40.0,40,35,0.0
26,34,10,40.0,40,39,0.0
26,99,31,0.0,0,1,0.0
26,81,2,16.0,16,18,0.0
26,36,6,108.0,108,105,0.0
26,30,7,7.0,7,17,0.0
26,66,3,45.0,45,58,0.0
26,17,17,0.0,0,1,0.0
26,61,21,148.0,148,141,0.0
26,76,15,16.0,16,23,0.0
26,60,6,204.0,204,210,0.0
26,94,30,33.0,33,46,0.0
26,68,10,142.0,142,149,0.0
26,70,8,122.0,122,108,0.0
26,85,22,77.0,77,87,0.0
26,105,3,29.0,29,30,0.0
26,118,16,34.0,34,29,0.0
27,19,6,227.0,227,239,0.0
27,48,20,405.0,405,369,0.0
27,103,9,201.0,201,175,0.0
27,12,15,112.0,112,104,0.0
27,69,7,113.0,113,103,0.0
27,59,6,229.0,229,211,0.0
27,101,4,58.0,58,52,0.0
27,67,8,84.0,84,87,0.0
27,32,11,16.0,16,12,0.0
27,55,16,94.0,94,71,0.0
27,26,30,18.0,18,14,0.0
27,22,1,106.0,106,118,0.0
27,20,17,0.0,0,0,0.0
27,52,2,80.0,80,108,0.0
27,79,7,17.0,17,16,0.0
27,3,4,82.0,82,109,0.0
27,63,11,65.0,65,82,0.0
27,85,27,37.0,37,43,0.0
27,90,13,104.0,104,114,0.0
27,13,18,171.0,171,162,0.0
27,47,12,49.0,49,54,0.0
27,24,19,24.0,24,22,0.0
27,94,22,102.0,102,102,0.0
27,107,6,153.0,153,136,0.0
27,62,31,0.0,0,1,0.0
27,88,9,258.0,258,229,0.0
27,76,17,0.0,0,0,0.0
27,16,9,288.0,288,281,0.0
27,2,21,165.0,165,196,0.0
27,44,18,212.0,212,192,0.0
28,101,7,110.0,110,118,0.0
28,82,25,13.0,13,13,0.0
28,66,1,71.0,71,90,0.0
28,113,5,62.0,62,60,0.0
28,53,30,80.0,80,77,0.0
28,64,25,53.0,53,43,0.0
28,19,5,80.0,80,93,0.0
28,49,21,192.0,192,202,0.0
28,0,0,76.0,76,84,0.0
28,81,2,16.0,16,18,0.0
28,86,3,36.0,36,22,0.0
28,85,9,128.0,128,127,0.0
28,117,20,151.0,151,134,0.0
28,115,31,0.0,0,0,0.0
28,116,24,32.0,32,47,0.0
28,96,11,54.0,54,55,0.0
28,87,30,38.0,38,46,0.0
28,75,26,44.0,44,33,0.0
28,23,21,113.0,113,120,0.0
28,70,5,117.0,117,88,0.0
28,7,13,190.0,190,191,0.0
28,52,7,238.0,238,237,0.0
28,68,23,45.0,45,45,0.0
28,15,6,257.0,257,251,0.0
28,16,2,86.0,86,80,0.0
28,57,11,62.0,62,61,0.0
28,79,14,15.0,15,14,0.0
28,1,25,62.0,62,67,0.0
28,62,1,79.0,79,84,0.0
28,67,1,83.0,83,95,0.0
29,3,1,133.0,133,127,0.0
29,109,11,67.0,67,43,0.0
29,50,15,84.0,84,100,0.0
29,92,19,53.0,53,60,0.0
29,48,25,66.0,66,65,0.0
29,118,23,18.0,18,22,0.0
29,84,14,36.0,36,38,0.0
29,108,0,43.0,43,36,0.0
29,11,21,140.0,140,159,0.0
29,70,22,81.0,81,101,0.0
29,1,6,303.0,303,306,0.0
29,38,27,93.0,93,79,0.0
29,117,5,72.0,72,65,0.0
29,49,30,74.0,74,67,0.0
29,15,29,2.0,2,6,0.0
29,24,13,60.0,60,55,0.0
29,113,16,37.0,37,36,0.0
29,5,4,91.0,91,113,0.0
29,27,12,8.0,8,8,0.0
29,75,9,84.0,84,61,0.0
29,44,28,11.0,11,14,0.0
29,43,19,84.0,84,81,0.0
29,99,18,139.0,139,109,0.0
29,82,4,12.0,12,12,0.0
29,17,7,176.0,176,194,0.0
29,66,1,71.0,71,90,0.0
29,59,22,111.0,111,117,0.0
29,16,12,34.0,34,39,0.0
29,81,18,27.0,27,23,0.0
29,119,19,4.0,4,20,0.0
30,83,21,84.0,84,89,0.0
30,7,23,68.0,68,74,0.0
30,22,12,21.0,21,22,0.0
30,96,4,46.0,46,59,0.0
30,29,10,17.0,17,20,0.0
30,30,10,18.0,18,17,0.0
30,86,25,22.0,22,35,0.0
30,85,30,37.0,37,25,0.0
30,0,4,100.0,100,96,0.0
30,116,14,42.0,42,45,0.0
30,77,12,5.0,5,7,0.0
30,71,17,0.0,0,0,0.0
30,56,12,34.0,34,38,0.0
30,54,0,70.0,70,64,0.0
30,98,15,48.0,48,54,0.0
30,78,5,18.0,18,16,0.0
30,89,7,104.0,104,145,0.0
30,97,12,36.0,36,38,0.0
30,69,4,67.0,67,75,0.0
30,47,26,111.0,111,124,0.0
30,68,9,219.0,219,219,0.0
30,73,11,41.0,41,29,0.0
30,102,27,67.0,67,56,0.0
30,81,23,15.0,15,12,0.0
30,27,30,11.0,11,11,0.0
30,14,10,178.0,178,201,0.0
30,110,12,28.0,28,29,0.0
30,75,23,13.0,13,15,0.0
30,40,11,59.0,59,57,0.0
30,64,27,71.0,71,68,0.0
31,30,4,8.0,8,10,0.0
31,59,28,11.0,11,10,0.0
31,114,18,79.0,79,85,0.0
31,89,9,226.0,226,238,0.0
31,23,30,24.0,24,32,0.0
31,48,17,0.0,0,1,0.0
31,56,21,167.0,167,145,0.0
31,98,0,46.0,46,41,0.0
31,44,15,105.0,105,98,0.0
31,62,15,84.0,84,96,0.0
31,8,27,96.0,96,110,0.0
31,9,12,42.0,42,47,0.0
31,101,6,150.0,150,155,0.0
31,4,28,10.0,10,16,0.0
31,51,13,178.0,178,159,0.0
31,60,1,61.0,61,73,0.0
31,33,24,18.0,18,17,0.0
31,16,18,170.0,170,148,0.0
31,111,5,55.0,55,56,0.0
31,91,1,55.0,55,62,0.0
31,68,6,195.0,195,198,0.0
31,7,23,68.0,68,74,0.0
31,58,15,86.0,86,73,0.0
31,102,12,24.0,24,38,0.0
31,3,13,188.0,188,203,0.0
31,100,2,55.0,55,52,0.0
31,35,30,23.0,23,20,0.0
31,31,5,11.0,11,13,0.0
31,71,14,43.0,43,56,0.0
31,109,19,48.0,48,40,0.0
32,107,24,61.0,78,70,0.27532252238810956
32,43,1,90.0,114,114,0.26895329059613243
32,62,10,190.0,230,210,0.21138461009781367
32,32,29,0.0,1,1,0.37261299018132216
32,22,3,71.0,100,89,0.4049498579679221
32,5,1,125.0,186,135,0.4856181038297389
32,30,7,7.0,9,17,0.22657286556882844
32,39,26,94.0,116,108,0.23861407884168803
32,103,26,77.0,107,76,0.3928639778722696
32,96,29,0.0,1,4,0.21671164631884438
32,102,29,3.0,4,5,0.3911005566720309
32,61,30,58.0,67,54,0.16275158403295362
32,58,12,37.0,51,38,0.3883114742463425
32,64,25,53.0,68,43,0.2799671408775427
32,83,15,27.0,36,40,0.3221399602800864
32,4,24,161.0,216,155,0.3389220847289787
32,85,7,62.0,72,57,0.16935326465832876
32,75,15,27.0,36,27,0.3214029152030929
32,112,13,74.0,102,70,0.38113451820864996
32,21,7,140.0,179,148,0.27878802149013054
32,73,21,52.0,67,72,0.29380432153236824
32,67,7,131.0,164,113,0.2483094367893862
32,31,16,11.0,15,7,0.3264314881466236
32,38,0,27.0,35,28,0.280894301339792
32,72,30,27.0,38,13,0.41822601012320865
32,100,11,57.0,80,55,0.4051854930082276
32,93,23,55.0,78,51,0.41703825885472784
32,11,22,145.0,203,140,0.39656943106364934
32,1,11,66.0,85,82,0.2836929495823491
32,35,12,35.0,51,17,0.45084227843567987
33,38,17,0.0,0,1,0.0
33,6,9,369.0,369,380,0.0
33,119,22,7.0,7,42,0.0
33,11,19,53.0,53,57,0.0
33,22,25,47.0,47,42,0.0
33,32,29,0.0,0,1,0.0
33,61,24,110.0,110,102,0.0
33,30,18,19.0,19,15,0.0
33,39,11,44.0,44,57,0.0
33,28,28,0.0,0,2,0.0
33,104,22,80.0,80,76,0.0
33,64,14,95.0,95,90,0.0
33,83,20,234.0,234,277,0.0
33,111,29,6.0,6,2,0.0
33,79,27,10.0,10,10,0.0
33,103,4,57.0,57,44,0.0
33,76,16,13.0,13,12,0.0
33,67,6,219.0,219,211,0.0
33,82,30,10.0,10,13,0.0
33,40,14,86.0,86,97,0.0
33,72,22,47.0,47,38,0.0
33,93,16,55.0,55,53,0.0
33,47,14,92.0,92,104,0.0
33,4,28,10.0,10,16,0.0
33,7,6,312.0,312,312,0.0
33,34,3,13.0,13,13,0.0
33,45,27,108.0,108,100,0.0
33,105,4,49.0,49,39,0.0
33,68,17,0.0,0,0,0.0
33,115,14,45.0,45,55,0.0
34,1,23,54.0,54,59,0.0
34,21,15,86.0,86,68,0.0
34,43,22,178.0,178,152,0.0
34,119,3,5.0,5,27,0.0
34,91,0,44.0,44,41,0.0
34,55,21,168.0,168,149,0.0
34,99,22,94.0,94,88,0.0
34,31,27,14.0,14,11,0.0
34,69,1,103.0,103,95,0.0
34,90,0,42.0,42,39,0.0
34,84,7,35.0,35,36,0.0
34,17,2,90.0,90,93,0.0
34,110,29,5.0,5,3,0.0
34,23,7,148.0,148,116,0.0
34,60,5,67.0,67,80,0.0
34,115,31,0.0,0,0,0.0
34,6,28,15.0,15,14,0.0
34,5,28,20.0,20,16,0.0
34,79,30,2.0,2,5,0.0
34,49,26,113.0,113,135,0.0
34,40,27,128.0,128,93,0.0
34,41,13,150.0,150,153,0.0
34,113,1,53.0,53,45,0.0
34,89,22,121.0,121,96,0.0
34,45,15,115.0,115,107,0.0
34,44,30,72.0,72,64,0.0
34,34,6,42.0,42,50,0.0
34,118,0,28.0,28,30,0.0
34,92,17,0.0,0,1,0.0
34,61,22,110.0,110,124,0.0
35,80,21,29.0,29,27,0.0
35,54,1,153.0,153,99,0.0
35,53,2,113.0,113,104,0.0
35,86,24,71.0,71,91,0.0
35,87,20,258.0,258,277,0.0
35,11,6,253.0,253,253,0.0
35,33,6,40.0,40,35,0.0
35,95,29,6.0,6,4,0.0
35,51,1,128.0,128,110,0.0
35,13,23,40.0,40,49,0.0
35,22,12,21.0,21,22,0.0
35,113,26,54.0,54,71,0.0
35,38,12,27.0,27,31,0.0
35,82,0,12.0,12,13,0.0
35,24,10,92.0,92,82,0.0
35,12,4,76.0,76,77,0.0
35,114,30,34.0,34,28,0.0
35,92,12,28.0,28,33,0.0
35,115,30,19.0,19,32,0.0
35,112,28,11.0,11,7,0.0
35,1,0,90.0,90,89,0.0
35,69,20,257.0,257,280,0.0
35,35,21,93.0,93,98,0.0
35,23,25,38.0,38,33,0.0
35,62,4,68.0,68,66,0.0
35,37,27,78.0,78,68,0.0
35,26,22,38.0,38,42,0.0
35,16,9,288.0,288,281,0.0
35,17,9,300.0,300,319,0.0
35,5,7,259.0,259,267,0.0
36,5,27,71.0,71,106,0.0
36,114,6,129.0,129,108,0.0
36,117,9,152.0,152,143,0.0
36,104,7,102.0,102,103,0.0
36,7,22,170.0,170,167,0.0
36,3,7,256.0,256,252,0.0
36,118,3,35.0,35,35,0.0
36,61,7,160.0,160,175,0.0
36,87,29,7.0,7,4,0.0
36,1,12,42.0,42,54,0.0
36,115,2,68.0,68,59,0.0
36,112,7,97.0,97,99,0.0
36,100,26,89.0,89,76,0.0
36,107,31,0.0,0,1,0.0
36,51,17,0.0,0,1,0.0
36,66,2,69.0,69,89,0.0
36,43,8,260.0,260,213,0.0
36,58,28,7.0,7,10,0.0
36,72,27,27.0,27,21,0.0
36,6,29,7.0,7,8,0.0
36,33,16,13.0,13,11,0.0
36,108,17,1.0,1,1,0.0
36,20,2,91.0,91,104,0.0
36,67,4,62.0,62,65,0.0
36,62,9,281.0,281,323,0.0
36,53,30,80.0,80,77,0.0
36,19,1,107.0,107,108,0.0
36,77,12,5.0,5,7,0.0
36,60,25,51.0,51,48,0.0
36,89,5,87.0,87,96,0.0
37,26,29,3.0,3,1,0.0
37,68,10,142.0,142,149,0.0
37,18,10,165.0,165,190,0.0
37,48,13,171.0,171,158,0.0
37,19,26,181.0,181,149,0.0
37,107,0,36.0,36,35,0.0
37,23,15,59.0,59,55,0.0
37,96,30,52.0,52,40,0.0
37,105,29,2.0,2,4,0.0
37,25,19,13.0,13,17,0.0
37,60,14,86.0,86,106,0.0
37,10,31,0.0,0,1,0.0
37,51,0,74.0,74,78,0.0
37,8,1,112.0,112,127,0.0
37,13,8,216.0,216,220,0.0
37,33,24,18.0,18,17,0.0
37,41,0,67.0,67,55,0.0
37,21,22,121.0,121,93,0.0
37,78,23,4.0,4,9,0.0
37,20,5,98.0,98,100,0.0
37,2,0,85.0,85,82,0.0
37,50,0,78.0,78,78,0.0
37,28,6,31.0,31,28,0.0
37,22,24,71.0,71,67,0.0
37,67,15,81.0,81,66,0.0
37,66,26,119.0,119,113,0.0
37,101,10,124.0,124,114,0.0
37,31,27,14.0,14,11,0.0
37,12,11,74.0,74,98,0.0
37,52,9,349.0,349,356,0.0
38,93,17,0.0,0,1,0.0
38,53,16,108.0,108,102,0.0
38,36,26,79.0,79,69,0.0
38,80,23,10.0,10,8,0.0
38,21,21,177.0,177,155,0.0
38,30,29,0.0,0,1,0.0
38,104,20,178.0,178,140,0.0
38,112,28,11.0,11,7,0.0
38,19,6,227.0,227,239,0.0
38,75,1,32.0,32,35,0.0
38,48,0,67.0,67,75,0.0
38,5,31,0.0,0,1,0.0
38,60,15,81.0,81,85,0.0
38,31,4,8.0,8,9,0.0
38,78,27,19.0,19,13,0.0
38,6,16,109.0,109,102,0.0
38,39,20,244.0,244,241,0.0
38,74,3,16.0,16,21,0.0
38,83,28,6.0,6,5,0.0
38,117,28,15.0,15,7,0.0
38,29,25,2.0,2,5,0.0
38,85,2,27.0,27,30,0.0
38,118,5,68.0,68,58,0.0
38,18,7,134.0,134,145,0.0
38,71,18,36.0,36,97,0.0
38,3,11,75.0,75,79,0.0
38,69,1,103.0,103,95,0.0
38,67,20,247.0,247,239,0.0
38,10,30,78.0,78,69,0.0
38,59,20,238.0,238,239,0.0
39,31,22,17.0,17,18,0.0
39,14,17,0.0,0,1,0.0
39,59,11,48.0,48,65,0.0
39,94,27,57.0,57,71,0.0
39,97,13,111.0,111,117,0.0
39,3,20,411.0,411,420,0.0
39,10,16,71.0,71,71,0.0
39,82,24,42.0,42,27,0.0
39,116,21,80.0,80,78,0.0
39,86,18,108.0,108,133,0.0
39,104,8,113.0,113,112,0.0
39,6,27,100.0,100,99,0.0
39,19,16,72.0,72,61,0.0
39,5,23,91.0,91,73,0.0
39,21,23,37.0,37,35,0.0
39,80,17,0.0,0,0,0.0
39,41,2,87.0,87,86,0.0
39,73,15,26.0,26,38,0.0
39,70,30,39.0,39,43,0.0
39,30,10,18.0,18,17,0.0
39,110,21,99.0,99,106,0.0
39,28,5,17.0,17,17,0.0
39,98,17,0.0,0,2,0.0
39,18,21,158.0,158,189,0.0
39,44,3,58.0,58,60,0.0
39,101,17,0.0,0,3,0.0
39,89,25,45.0,45,42,0.0
39,102,0,53.0,53,38,0.0
39,53,25,71.0,71,76,0.0
39,79,28,1.0,1,2,0.0
40,2,0,85.0,85,82,0.0
40,76,11,24.0,24,18,0.0
40,97,3,44.0,44,35,0.0
40,64,21,156.0,156,164,0.0
40,35,9,81.0,81,80,0.0
40,107,25,30.0,30,34,0.0
40,21,17,0.0,0,0,0.0
40,98,14,73.0,73,74,0.0
40,22,1,106.0,106,118,0.0
40,43,25,91.0,91,79,0.0
40,84,15,26.0,26,41,0.0
40,58,30,85.0,85,62,0.0
40,61,13,153.0,153,143,0.0
40,83,22,68.0,68,64,0.0
40,119,10,14.0,14,51,0.0
40,20,26,138.0,138,166,0.0
40,95,10,143.0,143,116,0.0
40,104,9,188.0,188,168,0.0
40,49,31,0.0,0,1,0.0
40,80,11,17.0,17,14,0.0
40,105,31,0.0,0,2,0.0
40,99,18,139.0,139,109,0.0
40,15,9,307.0,307,292,0.0
40,94,2,56.0,56,54,0.0
40,32,14,18.0,18,13,0.0
40,85,2,27.0,27,30,0.0
40,68,9,219.0,219,219,0.0
40,89,0,42.0,42,37,0.0
40,81,25,12.0,12,9,0.0
40,102,30,46.0,46,44,0.0
41,64,24,83.0,83,84,0.0
41,117,1,58.0,58,53,0.0
41,56,20,302.0,302,287,0.0
41,76,11,24.0,24,18,0.0
41,92,23,60.0,60,48,0.0
41,101,15,58.0,58,57,0.0
41,0,12,54.0,54,55,0.0
41,115,16,25.0,25,39,0.0
41,23,8,115.0,115,114,0.0
41,54,22,162.0,162,157,0.0
41,9,17,0.0,0,1,0.0
41,17,21,165.0,165,182,0.0
41,113,9,160.0,160,155,0.0
41,46,22,163.0,163,148,0.0
41,81,4,6.0,6,9,0.0
41,87,9,231.0,231,212,0.0
41,8,8,223.0,223,215,0.0
41,104,23,31.0,31,35,0.0
41,14,17,0.0,0,1,0.0
41,51,11,84.0,84,71,0.0
41,66,25,54.0,54,47,0.0
41,60,5,67.0,67,80,0.0
41,93,28,6.0,6,10,0.0
41,88,3,40.0,40,34,0.0
41,39,8,130.0,130,137,0.0
41,10,30,78.0,78,69,0.0
41,28,1,25.0,25,20,0.0
41,116,13,64.0,64,63,0.0
41,2,16,123.0,123,105,0.0
41,55,15,86.0,86,83,0.0
42,72,18,50.0,50,39,0.0
42,107,17,0.0,0,1,0.0
42,22,10,125.0,125,111,0.0
42,78,18,16.0,16,17,0.0
42,102,29,3.0,3,5,0.0
42,39,15,73.0,73,64,0.0
42,4,29,4.0,4,9,0.0
42,41,5,97.0,97,90,0.0
42,83,27,34.0,34,33,0.0
42,84,7,35.0,35,36,0.0
42,9,2,91.0,91,111,0.0
42,8,11,77.0,77,81,0.0
42,35,28,7.0,7,6,0.0
42,76,16,13.0,13,12,0.0
42,69,19,39.0,39,40,0.0
42,56,17,0.0,0,1,0.0
42,101,8,123.0,123,130,0.0
42,55,26,141.0,141,128,0.0
42,100,10,122.0,122,118,0.0
42,5,18,233.0,233,249,0.0
42,38,11,46.0,46,53,0.0
42,116,9,150.0,150,133,0.0
42,91,6,136.0,136,166,0.0
42,32,9,32.0,32,32,0.0
42,75,10,54.0,54,34,0.0
42,103,25,31.0,31,38,0.0
42,6,31,0.0,0,1,0.0
42,53,5,113.0,113,119,0.0
42,109,30,27.0,27,35,0.0
42,52,24,190.0,190,159,0.0
43,90,29,4.0,4,4,0.0
43,115,11,42.0,42,42,0.0
43,87,28,17.0,17,10,0.0
43,43,19,84.0,84,81,0.0
43,46,19,73.0,73,81,0.0
43,91,4,66.0,66,60,0.0
43,49,23,80.0,80,67,0.0
43,67,27,104.0,104,88,0.0
43,101,10,124.0,124,114,0.0
43,14,9,284.0,284,313,0.0
43,0,10,183.0,183,211,0.0
43,64,5,85.0,85,87,0.0
43,61,21,148.0,148,141,0.0
43,45,24,143.0,143,165,0.0
43,66,7,115.0,115,146,0.0
43,97,21,119.0,119,113,0.0
43,103,22,87.0,87,92,0.0
43,102,3,29.0,29,35,0.0
43,39,14,92.0,92,80,0.0
43,85,12,15.0,15,26,0.0
43,86,20,250.0,250,243,0.0
43,73,20,75.0,75,97,0.0
43,17,28,22.0,22,15,0.0
43,52,22,195.0,195,156,0.0
43,82,4,12.0,12,12,0.0
43,63,10,161.0,161,180,0.0
43,4,15,102.0,102,131,0.0
43,13,29,14.0,14,6,0.0
43,50,24,164.0,164,155,0.0
43,6,30,84.0,84,85,0.0
44,91,29,14.0,14,4,0.0
44,49,27,84.0,84,82,0.0
44,77,23,7.0,7,9,0.0
44,26,13,29.0,29,37,0.0
44,104,26,80.0,80,70,0.0
44,79,11,21.0,21,12,0.0
44,116,18,60.0,60,81,0.0
44,59,20,238.0,238,239,0.0
44,69,19,39.0,39,40,0.0
44,48,28,14.0,14,12,0.0
44,47,7,223.0,223,239,0.0
44,3,24,138.0,138,146,0.0
44,51,0,74.0,74,78,0.0
44,81,22,28.0,28,27,0.0
44,110,11,47.0,47,47,0.0
44,12,21,170.0,170,160,0.0
44,68,24,81.0,81,90,0.0
44,23,9,174.0,174,174,0.0
44,53,1,129.0,129,112,0.0
44,97,22,98.0,98,95,0.0
44,14,14,107.0,107,120,0.0
44,50,25,102.0,102,72,0.0
44,94,21,121.0,121,123,0.0
44,84,27,33.0,33,37,0.0
44,64,25,53.0,53,43,0.0
44,45,2,108.0,108,99,0.0
44,39,25,82.0,82,60,0.0
44,83,1,29.0,29,28,0.0
44,61,30,58.0,58,54,0.0
44,44,14,120.0,120,121,0.0
45,29,13,18.0,18,16,0.0
45,17,23,36.0,36,52,0.0
45,65,28,25.0,25,13,0.0
45,6,7,220.0,220,251,0.0
45,70,11,45.0,45,46,0.0
45,99,24,78.0,78,82,0.0
45,38,19,44.0,44,65,0.0
45,42,17,0.0,0,1,0.0
45,21,9,236.0,236,235,0.0
45,98,9,239.0,239,186,0.0
45,58,28,7.0,7,10,0.0
45,110,1,44.0,44,48,0.0
45,117,30,21.0,21,30,0.0
45,44,2,88.0,88,98,0.0
45,32,9,32.0,32,32,0.0
45,78,28,4.0,4,2,0.0
45,36,0,25.0,25,23,0.0
45,55,31,0.0,0,1,0.0
45,26,13,29.0,29,37,0.0
45,119,12,2.0,2,12,0.0
45,9,28,17.0,17,13,0.0
45,30,20,33.0,33,40,0.0
45,116,5,56.0,56,54,0.0
45,95,12,40.0,40,39,0.0
45,13,7,232.0,232,209,0.0
45,64,20,229.0,229,234,0.0
45,79,22,22.0,22,22,0.0
45,28,7,28.0,28,22,0.0
45,96,30,52.0,52,40,0.0
45,97,22,98.0,98,95,0.0
46,1,3,81.0,81,71,0.0
46,37,5,57.0,57,70,0.0
46,117,23,23.0,23,26,0.0
46,106,1,45.0,45,54,0.0
46,6,17,0.0,0,1,0.0
46,22,3,71.0,71,89,0.0
46,74,17,0.0,0,0,0.0
46,16,23,45.0,45,48,0.0
46,62,5,91.0,91,89,0.0
46,54,27,83.0,83,98,0.0
46,80,7,13.0,13,16,0.0
46,9,24,128.0,128,125,0.0
46,99,2,52.0,52,52,0.0
46,111,22,72.0,72,73,0.0
46,52,25,89.0,89,77,0.0
46,67,30,62.0,62,46,0.0
46,27,31,0.0,0,0,0.0
46,24,1,81.0,81,75,0.0
46,64,19,32.0,32,44,0.0
46,96,8,140.0,140,139,0.0
46,107,18,85.0,85,84,0.0
46,84,6,64.0,64,65,0.0
46,69,18,132.0,132,121,0.0
46,114,11,39.0,39,43,0.0
46,5,8,290.0,290,253,0.0
46,28,29,0.0,0,1,0.0
46,53,2,113.0,113,104,0.0
46,4,7,242.0,242,271,0.0
46,25,29,1.0,1,3,0.0
46,102,11,58.0,58,58,0.0
47,13,16,90.0,90,75,0.0
47,89,17,0.0,0,1,0.0
47,47,25,67.0,67,69,0.0
47,4,19,111.0,111,117,0.0
47,76,7,31.0,31,30,0.0
47,117,11,50.0,50,37,0.0
47,17,2,90.0,90,93,0.0
47,78,5,18.0,18,16,0.0
47,81,20,67.0,67,85,0.0
47,10,10,223.0,223,216,0.0
47,63,7,164.0,164,194,0.0
47,80,28,1.0,1,2,0.0
47,39,23,74.0,74,58,0.0
47,64,27,71.0,71,68,0.0
47,54,12,45.0,45,45,0.0
47,90,22,108.0,108,96,0.0
47,88,4,56.0,56,56,0.0
47,113,1,53.0,53,45,0.0
47,100,1,54.0,54,57,0.0
47,3,0,82.0,82,79,0.0
47,36,23,45.0,45,46,0.0
47,1,1,125.0,125,121,0.0
47,105,6,145.0,145,139,0.0
47,93,11,56.0,56,54,0.0
47,21,28,22.0,22,19,0.0
47,75,31,0.0,0,0,0.0
47,111,10,84.0,84,89,0.0
47,33,19,17.0,17,14,0.0
47,110,30,23.0,23,29,0.0
47,6,4,74.0,74,115,0.0
48,85,30,37.0,37,25,0.0
48,105,27,58.0,58,53,0.0
48,110,8,107.0,107,109,0.0
48,19,14,86.0,86,95,0.0
48,116,5,56.0,56,54,0.0
48,34,15,22.0,22,27,0.0
48,0,16,112.0,112,92,0.0
48,33,24,18.0,18,17,0.0
48,86,3,36.0,36,22,0.0
48,66,29,9.0,9,5,0.0
48,17,25,41.0,41,51,0.0
48,12,22,113.0,113,148,0.0
48,36,27,33.0,33,41,0.0
48,74,11,32.0,32,24,0.0
48,114,18,79.0,79,85,0.0
48,1,27,73.0,73,87,0.0
48,73,22,45.0,45,53,0.0
48,115,1,61.0,61,52,0.0
48,71,28,1.0,1,11,0.0
48,61,4,61.0,61,61,0.0
48,56,26,117.0,117,121,0.0
48,49,22,138.0,138,149,0.0
48,99,30,40.0,40,38,0.0
48,39,23,74.0,74,58,0.0
48,58,4,65.0,65,59,0.0
48,2,26,139.0,139,137,0.0
48,54,13,162.0,162,174,0.0
48,5,25,67.0,67,72,0.0
48,104,29,5.0,5,4,0.0
48,87,11,48.0,48,59,0.0
49,57,16,51.0,51,69,0.0
49,16,29,4.0,4,5,0.0
49,95,31,1.0,1,1,0.0
49,94,15,68.0,68,60,0.0
49,73,11,41.0,41,29,0.0
49,18,25,48.0,48,52,0.0
49,11,31,1.0,1,1,0.0
49,96,22,110.0,110,100,0.0
49,65,8,115.0,115,133,0.0
49,39,18,149.0,149,143,0.0
49,20,25,52.0,52,55,0.0
49,80,20,45.0,45,60,0.0
49,15,5,108.0,108,116,0.0
49,7,4,111.0,111,99,0.0
49,111,11,41.0,41,45,0.0
49,89,25,45.0,45,42,0.0
49,84,22,73.0,73,81,0.0
49,8,9,407.0,407,385,0.0
49,34,5,20.0,20,21,0.0
49,106,4,56.0,56,40,0.0
49,100,7,139.0,139,124,0.0
49,98,27,51.0,51,59,0.0
49,116,0,43.0,43,32,0.0
49,105,9,200.0,200,179,0.0
49,46,24,158.0,158,152,0.0
49,24,31,0.0,0,0,0.0
49,69,4,67.0,67,75,0.0
49,70,31,1.0,1,0,0.0
49,75,2,35.0,35,36,0.0
49,60,5,67.0,67,80,0.0
50,66,3,45.0,60,58,0.3244053936199298
50,35,26,50.0,61,58,0.21250545588404807
50,81,25,12.0,16,9,0.36990234059794214
50,65,6,225.0,292,231,0.2965541250650598
50,85,2,27.0,35,30,0.3063795594237932
50,64,14,95.0,113,90,0.18624399875273148
50,90,2,49.0,58,49,0.18118010519692668
50,107,8,130.0,189,95,0.45721152737101256
50,10,2,94.0,134,96,0.4233836331965548
50,97,9,224.0,307,191,0.370976669177395
50,56,10,196.0,264,187,0.34838427592852667
50,52,8,233.0,332,246,0.42485851188214385
50,77,25,10.0,13,8,0.28985243958709167
50,101,2,51.0,69,53,0.35130369357373137
50,109,1,44.0,51,49,0.16844702783605423
50,16,13,148.0,198,139,0.3364274102402044
50,112,12,31.0,41,30,0.3261071075862793
50,113,30,26.0,32,28,0.22744370914886353
50,51,3,68.0,85,73,0.253429104709076
50,84,26,53.0,69,59,0.30673319951737005
50,55,24,137.0,175,132,0.27690874936946636
50,73,24,32.0,38,33,0.18916938950513443
50,69,10,134.0,167,120,0.24938570102317303
50,93,29,5.0,7,4,0.32733410934499074
50,1,17,1.0,1,1,0.38744741950513223
50,41,1,101.0,128,95,0.26997280366476023
50,42,21,165.0,207,173,0.25199928316516695
50,110,14,45.0,56,59,0.2480890556291892
50,104,5,57.0,77,50,0.3484145674911142
50,98,4,49.0,63,57,0.29443706424414223
