user,time slot,region,ground truth,sensing traffic,prediction,BPMF,noise(pp)
21,80,17,0.0,0,0,0.0,0.0
21,94,0,34.0,34,38,45.0,0.0
21,41,7,187.0,187,179,196.0,0.0
21,63,24,82.0,82,90,104.0,0.0
22,104,26,80.0,80,67,71.0,0.0
22,91,4,66.0,66,56,54.0,0.0
22,35,3,16.0,16,17,28.0,0.0
22,33,5,14.0,14,17,14.0,0.0
22,68,6,195.0,195,202,198.0,0.0
22,67,3,47.0,47,48,54.0,0.0
22,70,2,115.0,115,85,76.0,0.0
22,40,25,85.0,85,67,49.0,0.0
22,43,8,260.0,260,248,231.0,0.0
22,24,28,14.0,14,9,9.0,0.0
22,90,1,57.0,57,56,75.0,0.0
22,100,28,5.0,5,9,9.0,0.0
22,55,4,97.0,97,81,81.0,0.0
22,101,26,89.0,89,78,74.0,0.0
22,18,0,75.0,75,61,56.0,0.0
22,0,24,132.0,132,128,151.0,0.0
22,96,13,128.0,128,100,96.0,0.0
22,65,19,44.0,44,44,57.0,0.0
22,19,9,223.0,223,256,246.0,0.0
22,108,21,74.0,74,87,104.0,0.0
22,84,5,35.0,35,32,39.0,0.0
22,89,1,56.0,56,53,73.0,0.0
22,72,7,68.0,68,47,71.0,0.0
22,49,29,3.0,3,6,7.0,0.0
22,46,30,71.0,71,80,75.0,0.0
22,59,8,167.0,167,146,155.0,0.0
22,4,22,169.0,169,172,175.0,0.0
22,71,20,101.0,101,208,92.0,0.0
22,52,7,238.0,238,239,254.0,0.0
22,81,3,5.0,5,9,7.0,0.0
23,112,21,80.0,80,94,78.0,0.0
23,96,27,49.0,49,71,56.0,0.0
23,99,12,32.0,32,35,30.0,0.0
23,45,3,69.0,69,55,74.0,0.0
23,78,6,37.0,37,25,34.0,0.0
23,41,20,282.0,282,311,297.0,0.0
23,11,7,187.0,187,193,231.0,0.0
23,39,19,65.0,65,69,60.0,0.0
23,3,31,0.0,0,1,0.0,0.0
23,63,0,52.0,52,60,52.0,0.0
23,1,5,128.0,128,128,123.0,0.0
23,97,27,80.0,80,61,59.0,0.0
23,32,11,16.0,16,9,8.0,0.0
23,25,30,16.0,16,17,23.0,0.0
23,108,9,188.0,188,171,187.0,0.0
23,50,19,105.0,105,92,86.0,0.0
23,49,7,237.0,237,233,216.0,0.0
23,55,21,168.0,168,156,164.0,0.0
23,117,5,72.0,72,63,49.0,0.0
23,81,28,2.0,2,3,4.0,0.0
23,80,8,18.0,18,17,29.0,0.0
23,86,11,84.0,84,58,49.0,0.0
23,103,14,70.0,70,69,67.0,0.0
23,89,0,42.0,42,31,48.0,0.0
23,4,8,246.0,246,244,266.0,0.0
23,74,19,14.0,14,14,21.0,0.0
23,59,6,229.0,229,189,192.0,0.0
23,116,25,16.0,16,31,25.0,0.0
23,72,10,57.0,57,58,55.0,0.0
23,16,19,62.0,62,62,67.0,0.0
24,91,2,59.0,59,52,62.0,0.0
24,97,27,80.0,80,61,59.0,0.0
24,92,23,60.0,60,54,41.0,0.0
24,5,0,70.0,70,81,80.0,0.0
24,93,19,39.0,39,55,50.0,0.0
24,105,26,83.0,83,70,76.0,0.0
24,66,14,85.0,85,87,67.0,0.0
24,116,0,43.0,43,35,26.0,0.0
24,114,19,23.0,23,31,32.0,0.0
24,71,6,73.0,73,142,71.0,0.0
24,88,1,60.0,60,53,76.0,0.0
24,95,12,40.0,40,41,29.0,0.0
24,89,27,65.0,65,63,60.0,0.0
24,80,25,6.0,6,6,6.0,0.0
24,49,18,205.0,205,224,181.0,0.0
24,23,13,78.0,78,69,88.0,0.0
24,44,9,370.0,370,335,340.0,0.0
24,102,4,42.0,42,58,53.0,0.0
24,74,25,8.0,8,15,14.0,0.0
24,10,29,3.0,3,6,6.0,0.0
24,100,27,73.0,73,55,57.0,0.0
24,110,17,0.0,0,1,0.0,0.0
24,22,3,71.0,71,71,44.0,0.0
24,33,2,19.0,19,18,11.0,0.0
24,25,20,88.0,88,128,126.0,0.0
24,96,13,128.0,128,100,96.0,0.0
24,41,25,63.0,63,75,54.0,0.0
24,107,15,62.0,62,53,61.0,0.0
24,90,23,50.0,50,55,43.0,0.0
24,32,4,10.0,10,8,6.0,0.0
25,42,9,326.0,326,312,344.0,0.0
25,106,30,33.0,33,34,41.0,0.0
25,48,4,103.0,103,80,93.0,0.0
25,65,17,0.0,0,0,0.0,0.0
25,46,18,188.0,188,206,206.0,0.0
25,107,13,94.0,94,85,94.0,0.0
25,110,30,23.0,23,38,30.0,0.0
25,81,13,26.0,26,24,22.0,0.0
25,15,23,57.0,57,47,61.0,0.0
25,17,2,90.0,90,87,86.0,0.0
25,40,3,28.0,28,41,51.0,0.0
25,2,9,349.0,349,365,402.0,0.0
25,23,26,89.0,89,99,75.0,0.0
25,93,23,55.0,55,57,41.0,0.0
25,16,26,118.0,118,119,102.0,0.0
25,108,22,49.0,49,77,86.0,0.0
25,43,22,178.0,178,155,151.0,0.0
25,77,12,5.0,5,7,5.0,0.0
25,24,15,37.0,37,43,47.0,0.0
25,5,2,107.0,107,118,111.0,0.0
25,52,26,128.0,128,125,155.0,0.0
25,82,19,32.0,32,27,21.0,0.0
25,7,6,312.0,312,288,291.0,0.0
25,89,14,96.0,96,69,75.0,0.0
25,39,16,74.0,74,68,74.0,0.0
25,49,29,3.0,3,6,7.0,0.0
25,6,28,15.0,15,14,17.0,0.0
25,76,15,16.0,16,21,20.0,0.0
25,91,26,104.0,104,78,81.0,0.0
25,21,8,129.0,129,111,168.0,0.0
26,109,0,38.0,38,33,34.0,0.0
26,118,10,60.0,60,74,71.0,0.0
26,33,11,19.0,19,17,8.0,0.0
26,3,13,188.0,188,182,182.0,0.0
26,82,7,20.0,20,23,37.0,0.0
26,66,30,64.0,64,60,47.0,0.0
26,12,6,237.0,237,249,232.0,0.0
26,107,13,94.0,94,85,94.0,0.0
26,105,21,106.0,106,94,102.0,0.0
26,10,30,78.0,78,57,65.0,0.0
26,42,15,119.0,119,117,105.0,0.0
26,45,9,337.0,337,336,377.0,0.0
26,113,6,112.0,112,103,122.0,0.0
26,60,21,114.0,114,134,140.0,0.0
26,4,11,74.0,74,85,102.0,0.0
26,19,18,133.0,133,153,144.0,0.0
26,114,7,100.0,100,101,101.0,0.0
26,80,28,1.0,1,2,4.0,0.0
26,36,1,41.0,41,50,59.0,0.0
26,111,9,172.0,172,177,147.0,0.0
26,0,2,95.0,95,91,109.0,0.0
26,48,18,207.0,207,199,202.0,0.0
26,43,28,18.0,18,17,17.0,0.0
26,20,14,80.0,80,90,80.0,0.0
26,70,5,117.0,117,87,86.0,0.0
26,89,27,65.0,65,63,60.0,0.0
26,18,22,137.0,137,129,114.0,0.0
26,96,4,46.0,46,49,50.0,0.0
26,22,31,1.0,1,0,0.0,0.0
26,92,29,4.0,4,5,4.0,0.0
27,14,18,171.0,171,158,155.0,0.0
27,73,28,3.0,3,4,4.0,0.0
27,78,14,20.0,20,15,20.0,0.0
27,18,29,7.0,7,7,6.0,0.0
27,99,18,139.0,139,99,115.0,0.0
27,19,1,107.0,107,114,76.0,0.0
27,86,12,36.0,36,29,30.0,0.0
27,100,0,36.0,36,38,41.0,0.0
27,48,9,329.0,329,331,357.0,0.0
27,112,16,29.0,29,41,42.0,0.0
27,3,2,119.0,119,106,108.0,0.0
27,53,8,192.0,192,213,235.0,0.0
27,55,19,82.0,82,76,74.0,0.0
27,72,29,1.0,1,1,2.0,0.0
27,87,10,136.0,136,145,125.0,0.0
27,42,16,96.0,96,104,95.0,0.0
27,91,26,104.0,104,78,81.0,0.0
27,31,27,14.0,14,8,12.0,0.0
27,17,24,65.0,65,88,118.0,0.0
27,46,24,158.0,158,149,152.0,0.0
27,65,1,75.0,75,92,79.0,0.0
27,27,0,24.0,24,14,20.0,0.0
27,68,5,91.0,91,77,77.0,0.0
27,51,24,148.0,148,150,159.0,0.0
27,9,2,91.0,91,100,89.0,0.0
27,16,15,72.0,72,81,79.0,0.0
27,52,3,55.0,55,67,75.0,0.0
27,106,28,5.0,5,8,6.0,0.0
27,84,14,36.0,36,39,37.0,0.0
27,44,5,118.0,118,118,118.0,0.0
28,91,11,42.0,42,59,58.0,0.0
28,58,19,52.0,52,58,59.0,0.0
28,77,24,9.0,9,13,20.0,0.0
28,59,6,229.0,229,189,192.0,0.0
28,20,20,288.0,288,293,253.0,0.0
28,21,6,193.0,193,206,208.0,0.0
28,43,28,18.0,18,17,17.0,0.0
28,60,19,45.0,45,59,59.0,0.0
28,52,6,338.0,338,312,308.0,0.0
28,115,2,68.0,68,61,41.0,0.0
28,75,28,6.0,6,4,2.0,0.0
28,36,28,8.0,8,7,9.0,0.0
28,97,6,207.0,207,167,180.0,0.0
28,64,5,85.0,85,95,81.0,0.0
28,14,27,73.0,73,74,71.0,0.0
28,47,5,138.0,138,122,121.0,0.0
28,44,13,152.0,152,147,165.0,0.0
28,18,9,261.0,261,282,262.0,0.0
28,80,4,7.0,7,9,10.0,0.0
28,45,22,154.0,154,164,168.0,0.0
28,98,13,112.0,112,97,99.0,0.0
28,112,21,80.0,80,94,78.0,0.0
28,101,27,53.0,53,53,50.0,0.0
28,66,31,0.0,0,0,0.0,0.0
28,6,17,0.0,0,1,0.0,0.0
28,25,3,28.0,28,31,26.0,0.0
28,32,13,8.0,8,17,13.0,0.0
28,22,19,50.0,50,48,50.0,0.0
28,74,26,44.0,44,33,38.0,0.0
28,41,8,188.0,188,195,192.0,0.0
29,117,30,21.0,21,24,28.0,0.0
29,109,25,21.0,21,29,32.0,0.0
29,107,21,89.0,89,86,101.0,0.0
29,52,13,153.0,153,181,185.0,0.0
29,98,5,70.0,70,79,70.0,0.0
29,110,22,77.0,77,79,64.0,0.0
29,33,16,13.0,13,9,12.0,0.0
29,20,25,52.0,52,58,45.0,0.0
29,43,14,122.0,122,110,114.0,0.0
29,80,23,10.0,10,6,6.0,0.0
29,64,5,85.0,85,95,81.0,0.0
29,42,31,0.0,0,1,0.0,0.0
29,68,1,95.0,95,87,73.0,0.0
29,88,5,95.0,95,82,77.0,0.0
29,18,6,230.0,230,238,212.0,0.0
29,48,12,54.0,54,54,54.0,0.0
29,94,26,85.0,85,99,83.0,0.0
29,95,10,143.0,143,129,124.0,0.0
29,71,27,21.0,21,68,29.0,0.0
29,39,22,122.0,122,106,107.0,0.0
29,30,14,10.0,10,11,8.0,0.0
29,104,30,51.0,51,36,36.0,0.0
29,44,8,261.0,261,234,227.0,0.0
29,49,7,237.0,237,233,216.0,0.0
29,60,13,153.0,153,148,128.0,0.0
29,65,5,81.0,81,98,85.0,0.0
29,100,15,48.0,48,62,64.0,0.0
29,116,27,44.0,44,46,36.0,0.0
29,92,10,99.0,99,111,110.0,0.0
29,12,3,61.0,61,64,52.0,0.0
30,9,10,271.0,271,233,182.0,0.0
30,99,18,139.0,139,99,115.0,0.0
30,109,25,21.0,21,29,32.0,0.0
30,65,27,66.0,66,97,64.0,0.0
30,113,25,19.0,19,28,26.0,0.0
30,21,3,74.0,74,64,49.0,0.0
30,3,29,10.0,10,6,9.0,0.0
30,105,14,78.0,78,71,61.0,0.0
30,82,18,42.0,42,38,34.0,0.0
30,108,5,65.0,65,63,65.0,0.0
30,114,26,76.0,76,69,61.0,0.0
30,66,4,56.0,56,67,59.0,0.0
30,52,17,0.0,0,1,0.0,0.0
30,77,5,21.0,21,17,9.0,0.0
30,84,31,0.0,0,0,0.0,0.0
30,26,30,18.0,18,11,19.0,0.0
30,56,24,147.0,147,123,118.0,0.0
30,90,3,30.0,30,38,45.0,0.0
30,87,5,114.0,114,63,70.0,0.0
30,51,8,190.0,190,220,251.0,0.0
30,33,4,10.0,10,11,10.0,0.0
30,2,26,139.0,139,140,160.0,0.0
30,75,17,0.0,0,0,0.0,0.0
30,17,23,36.0,36,45,63.0,0.0
30,49,24,138.0,138,138,132.0,0.0
30,117,1,58.0,58,57,49.0,0.0
30,103,18,97.0,97,111,111.0,0.0
30,72,1,67.0,67,44,34.0,0.0
30,6,14,121.0,121,134,116.0,0.0
30,48,17,0.0,0,1,0.0,0.0
31,105,7,111.0,111,93,118.0,0.0
31,85,21,87.0,87,86,73.0,0.0
31,17,11,58.0,58,53,75.0,0.0
31,75,14,31.0,31,24,25.0,0.0
31,71,16,17.0,17,37,23.0,0.0
31,25,20,88.0,88,128,126.0,0.0
31,0,31,1.0,1,1,0.0,0.0
31,4,1,140.0,140,128,129.0,0.0
31,110,17,0.0,0,1,0.0,0.0
31,51,29,2.0,2,6,11.0,0.0
31,115,12,33.0,33,24,20.0,0.0
31,89,22,121.0,121,100,98.0,0.0
31,96,14,71.0,71,65,69.0,0.0
31,77,22,16.0,16,25,21.0,0.0
31,62,0,52.0,52,55,52.0,0.0
31,91,2,59.0,59,52,62.0,0.0
31,88,19,65.0,65,70,50.0,0.0
31,13,23,40.0,40,57,61.0,0.0
31,60,28,14.0,14,13,14.0,0.0
31,109,25,21.0,21,29,32.0,0.0
31,44,14,120.0,120,100,112.0,0.0
31,43,18,171.0,171,226,196.0,0.0
31,12,11,74.0,74,92,71.0,0.0
31,87,20,258.0,258,301,199.0,0.0
31,113,9,160.0,160,150,147.0,0.0
31,30,14,10.0,10,11,8.0,0.0
31,29,0,6.0,6,8,2.0,0.0
31,63,12,29.0,29,42,36.0,0.0
31,39,22,122.0,122,106,107.0,0.0
31,35,9,81.0,81,82,164.0,0.0
32,36,18,93.0,93,110,92.0,0.0
32,110,4,24.0,24,56,39.0,0.0
32,13,7,232.0,232,218,207.0,0.0
32,61,3,44.0,44,55,46.0,0.0
32,115,16,25.0,25,42,38.0,0.0
32,37,12,19.0,19,28,23.0,0.0
32,15,5,108.0,108,104,105.0,0.0
32,57,20,260.0,260,277,288.0,0.0
32,19,13,135.0,135,125,118.0,0.0
32,44,16,111.0,111,85,94.0,0.0
32,31,13,9.0,9,15,13.0,0.0
32,95,18,119.0,119,128,118.0,0.0
32,23,19,30.0,30,37,47.0,0.0
32,43,17,0.0,0,1,0.0,0.0
32,63,7,164.0,164,182,163.0,0.0
32,29,26,15.0,15,13,9.0,0.0
32,14,17,0.0,0,1,0.0,0.0
32,87,14,57.0,57,59,67.0,0.0
32,49,29,3.0,3,6,7.0,0.0
32,101,3,35.0,35,40,38.0,0.0
32,59,10,215.0,215,199,143.0,0.0
32,65,20,237.0,237,269,251.0,0.0
32,99,10,116.0,116,117,125.0,0.0
32,72,1,67.0,67,44,34.0,0.0
32,79,23,7.0,7,7,12.0,0.0
32,28,20,50.0,50,47,46.0,0.0
32,86,16,39.0,39,43,50.0,0.0
32,51,10,197.0,197,202,230.0,0.0
32,64,18,107.0,107,132,135.0,0.0
32,39,28,11.0,11,17,11.0,0.0
33,8,26,136.0,136,144,148.0,0.0
33,68,23,45.0,45,43,46.0,0.0
33,22,20,261.0,261,252,228.0,0.0
33,29,16,10.0,10,6,16.0,0.0
33,116,2,67.0,67,63,38.0,0.0
33,53,6,302.0,302,285,287.0,0.0
33,48,9,329.0,329,331,357.0,0.0
33,60,2,54.0,54,79,75.0,0.0
33,103,20,194.0,194,190,198.0,0.0
33,0,12,54.0,54,51,54.0,0.0
33,55,9,296.0,296,284,303.0,0.0
33,26,25,15.0,15,15,15.0,0.0
33,113,28,7.0,7,8,9.0,0.0
33,97,21,119.0,119,112,115.0,0.0
33,5,4,91.0,91,109,100.0,0.0
33,78,26,15.0,15,18,12.0,0.0
33,34,4,18.0,18,16,22.0,0.0
33,3,9,378.0,378,388,385.0,0.0
33,74,10,58.0,58,46,52.0,0.0
33,44,12,33.0,33,42,48.0,0.0
33,90,8,143.0,143,173,151.0,0.0
33,47,1,132.0,132,95,112.0,0.0
33,43,5,86.0,86,118,122.0,0.0
33,86,7,125.0,125,74,137.0,0.0
33,58,0,56.0,56,47,56.0,0.0
33,82,26,38.0,38,33,37.0,0.0
33,17,1,114.0,114,101,96.0,0.0
33,76,26,36.0,36,23,24.0,0.0
33,66,3,45.0,45,55,47.0,0.0
33,11,25,47.0,47,55,67.0,0.0
34,113,18,62.0,73,79,84.0,0.1750046886683771
34,0,24,132.0,155,128,151.0,0.1743093217251316
34,70,18,102.0,112,93,140.0,0.1003111324366399
34,51,20,334.0,409,375,389.0,0.2253230171808282
34,97,30,36.0,40,46,44.0,0.1073580911739285
34,99,28,6.0,7,8,8.0,0.109046469622738
34,57,8,154.0,189,164,183.0,0.2304918733480387
34,28,18,28.0,31,17,23.0,0.0915467240312855
34,54,25,88.0,105,71,61.0,0.1947145960745782
34,30,24,12.0,15,7,11.0,0.2582041505154958
34,32,7,20.0,23,13,25.0,0.165394109935509
34,61,10,227.0,267,211,150.0,0.1769931193853231
34,60,27,66.0,87,84,68.0,0.3129339463778741
34,18,28,18.0,20,17,12.0,0.094909133803254
34,29,24,16.0,17,9,13.0,0.0604264420669422
34,56,18,175.0,226,149,164.0,0.2931976970221642
34,36,3,20.0,24,25,31.0,0.1809897290775982
34,46,12,66.0,72,49,56.0,0.0934672815342989
34,83,19,48.0,52,44,34.0,0.0929995609078536
34,62,13,146.0,183,132,120.0,0.2567588933367015
34,76,22,26.0,25,34,26.0,-0.0382293408033736
34,19,0,61.0,67,67,54.0,0.0981528918484562
34,66,10,176.0,194,169,135.0,0.1001282120199029
34,87,3,39.0,44,34,37.0,0.1214728621488512
34,11,6,253.0,280,263,283.0,0.1062051181209323
34,24,27,52.0,54,45,41.0,0.041905458405887
34,38,3,39.0,40,28,37.0,0.0307526362502066
34,115,25,20.0,19,27,27.0,-0.0465378241609059
34,80,6,23.0,26,25,32.0,0.1288880044323929
34,86,19,53.0,60,66,50.0,0.1350502378852976
35,62,2,65.0,65,79,73.0,0.0
35,115,18,65.0,65,75,80.0,0.0
35,77,18,24.0,24,16,24.0,0.0
35,107,6,153.0,153,114,173.0,0.0
35,40,20,280.0,280,296,265.0,0.0
35,71,11,34.0,34,42,20.0,0.0
35,93,22,119.0,119,111,90.0,0.0
35,25,0,24.0,24,31,24.0,0.0
35,0,4,100.0,100,84,94.0,0.0
35,5,13,162.0,162,209,185.0,0.0
35,7,9,360.0,360,350,361.0,0.0
35,17,2,90.0,90,87,86.0,0.0
35,31,1,13.0,13,13,14.0,0.0
35,56,12,34.0,34,38,41.0,0.0
35,86,15,46.0,46,59,61.0,0.0
35,78,22,19.0,19,16,17.0,0.0
35,28,1,25.0,25,19,12.0,0.0
35,84,23,34.0,34,32,16.0,0.0
35,87,12,30.0,30,37,29.0,0.0
35,13,5,114.0,114,99,112.0,0.0
35,96,6,148.0,148,157,168.0,0.0
35,66,1,71.0,71,109,77.0,0.0
35,54,10,221.0,221,205,195.0,0.0
35,82,6,39.0,39,44,53.0,0.0
35,81,29,0.0,0,1,2.0,0.0
35,36,6,108.0,108,120,134.0,0.0
35,101,6,150.0,150,152,155.0,0.0
35,43,6,264.0,264,285,286.0,0.0
35,63,11,65.0,65,71,64.0,0.0
35,113,18,62.0,62,79,84.0,0.0
36,69,21,154.0,154,154,113.0,0.0
36,68,30,40.0,40,47,48.0,0.0
36,8,18,202.0,202,189,206.0,0.0
36,10,18,137.0,137,141,173.0,0.0
36,77,19,11.0,11,8,10.0,0.0
36,93,2,43.0,43,50,55.0,0.0
36,63,12,29.0,29,42,36.0,0.0
36,96,29,0.0,0,4,5.0,0.0
36,1,9,353.0,353,373,352.0,0.0
36,26,19,16.0,16,14,19.0,0.0
36,53,8,192.0,192,213,235.0,0.0
36,78,5,18.0,18,15,11.0,0.0
36,112,20,141.0,141,157,138.0,0.0
36,46,21,189.0,189,199,198.0,0.0
36,39,11,44.0,44,60,67.0,0.0
36,116,1,64.0,64,60,43.0,0.0
36,95,11,57.0,57,57,55.0,0.0
36,2,15,130.0,130,120,122.0,0.0
36,98,30,48.0,48,49,41.0,0.0
36,30,12,5.0,5,4,4.0,0.0
36,108,15,64.0,64,61,60.0,0.0
36,3,12,43.0,43,57,51.0,0.0
36,75,21,53.0,53,50,39.0,0.0
36,65,24,85.0,85,86,105.0,0.0
36,47,18,209.0,209,182,198.0,0.0
36,19,25,59.0,59,59,39.0,0.0
36,59,13,143.0,143,152,111.0,0.0
36,33,30,12.0,12,11,7.0,0.0
36,14,28,14.0,14,14,12.0,0.0
36,97,12,36.0,36,33,31.0,0.0
37,78,9,43.0,43,37,36.0,0.0
37,102,21,100.0,100,95,108.0,0.0
37,81,6,38.0,38,35,42.0,0.0
37,24,4,54.0,54,67,35.0,0.0
37,95,16,46.0,46,59,56.0,0.0
37,105,8,99.0,99,107,121.0,0.0
37,69,26,134.0,134,124,88.0,0.0
37,113,30,26.0,26,28,32.0,0.0
37,7,5,133.0,133,119,121.0,0.0
37,43,15,130.0,130,97,107.0,0.0
37,65,31,0.0,0,0,0.0,0.0
37,70,5,117.0,117,87,86.0,0.0
37,1,5,128.0,128,128,123.0,0.0
37,20,27,86.0,86,95,66.0,0.0
37,63,17,0.0,0,1,0.0,0.0
37,104,31,0.0,0,2,-0.0,0.0
37,2,0,85.0,85,73,82.0,0.0
37,117,16,27.0,27,31,42.0,0.0
37,33,16,13.0,13,9,12.0,0.0
37,42,0,47.0,47,63,69.0,0.0
37,17,30,57.0,57,57,65.0,0.0
37,44,10,187.0,187,217,208.0,0.0
37,12,12,43.0,43,47,44.0,0.0
37,119,29,0.0,0,2,1.0,0.0
37,71,0,43.0,43,44,20.0,0.0
37,53,29,6.0,6,6,5.0,0.0
37,8,26,136.0,136,144,148.0,0.0
37,32,7,20.0,20,13,25.0,0.0
37,73,22,45.0,45,41,40.0,0.0
37,13,19,83.0,83,67,69.0,0.0
38,90,5,80.0,80,88,80.0,0.0
38,100,4,65.0,65,56,54.0,0.0
38,41,19,77.0,77,79,68.0,0.0
38,4,31,1.0,1,1,-0.0,0.0
38,10,4,84.0,84,76,80.0,0.0
38,78,5,18.0,18,15,11.0,0.0
38,1,28,11.0,11,11,15.0,0.0
38,37,12,19.0,19,28,23.0,0.0
38,102,26,68.0,68,75,79.0,0.0
38,14,17,0.0,0,1,0.0,0.0
38,21,19,55.0,55,50,63.0,0.0
38,91,12,26.0,26,38,31.0,0.0
38,35,6,73.0,73,79,130.0,0.0
38,25,7,65.0,65,62,73.0,0.0
38,65,20,237.0,237,269,251.0,0.0
38,70,16,52.0,52,35,68.0,0.0
38,44,29,7.0,7,8,7.0,0.0
38,57,0,47.0,47,59,61.0,0.0
38,11,23,61.0,61,60,65.0,0.0
38,53,15,88.0,88,106,106.0,0.0
38,64,10,158.0,158,169,148.0,0.0
38,68,28,16.0,16,18,14.0,0.0
38,52,3,55.0,55,67,75.0,0.0
38,15,29,2.0,2,5,6.0,0.0
38,115,3,53.0,53,48,31.0,0.0
38,75,16,15.0,15,17,17.0,0.0
38,59,16,49.0,49,60,61.0,0.0
38,117,9,152.0,152,163,139.0,0.0
38,22,20,261.0,261,252,228.0,0.0
38,112,20,141.0,141,157,138.0,0.0
39,103,5,77.0,96,59,69.0,0.2423936617165724
39,61,31,1.0,1,1,0.0,0.0705016055098285
39,49,24,138.0,161,138,132.0,0.1668462156036595
39,3,30,83.0,100,78,81.0,0.2047144388481784
39,30,24,12.0,14,7,11.0,0.2033707631532397
39,10,16,71.0,70,75,82.0,-0.0180986300074446
39,39,17,1.0,1,1,0.0,0.2612011729177717
39,12,21,170.0,240,156,148.0,0.4127496773444566
39,105,25,45.0,49,37,34.0,0.0891780984547005
39,23,9,174.0,197,183,194.0,0.1326732854506142
39,16,12,34.0,43,36,40.0,0.2551692376823901
39,56,30,77.0,79,73,58.0,0.0294778497969262
39,1,15,100.0,129,102,111.0,0.2893786865488983
39,96,6,148.0,160,157,168.0,0.0792554815921145
39,46,14,115.0,143,121,123.0,0.2430989720839543
39,67,1,83.0,107,85,93.0,0.2904646842182866
39,52,4,86.0,110,83,103.0,0.2805913131386103
39,15,16,68.0,88,61,82.0,0.2870159856838141
39,104,4,45.0,49,39,47.0,0.0807503559270061
39,31,7,10.0,10,13,23.0,-0.0001109802795353
39,63,30,52.0,51,56,50.0,-0.0204932142835825
39,36,23,45.0,51,35,31.0,0.124076868561487
39,34,27,22.0,27,27,29.0,0.2091372609904818
39,51,14,110.0,106,121,126.0,-0.0375935726563871
39,55,7,221.0,253,195,206.0,0.1447338954777635
39,60,29,10.0,11,6,6.0,0.1300638153671677
39,89,22,121.0,114,100,98.0,-0.0603707656621539
39,7,2,116.0,140,116,112.0,0.2027786105752624
39,21,30,54.0,64,51,53.0,0.1819805606449926
39,90,22,108.0,135,109,96.0,0.2479755354826603
40,48,16,74.0,74,96,100.0,0.0
40,64,27,71.0,71,76,67.0,0.0
40,49,15,106.0,106,96,101.0,0.0
40,27,15,13.0,13,17,16.0,0.0
40,117,18,70.0,70,61,80.0,0.0
40,68,11,58.0,58,42,54.0,0.0
40,67,23,54.0,54,42,56.0,0.0
40,63,14,78.0,78,104,81.0,0.0
40,13,7,232.0,232,218,207.0,0.0
40,16,30,49.0,49,52,53.0,0.0
40,109,26,57.0,57,67,66.0,0.0
40,11,2,69.0,69,90,102.0,0.0
40,114,22,71.0,71,67,67.0,0.0
40,1,17,1.0,1,1,0.0,0.0
40,105,3,29.0,29,29,33.0,0.0
40,10,7,189.0,189,198,211.0,0.0
40,106,13,113.0,113,94,85.0,0.0
40,95,27,59.0,59,73,52.0,0.0
40,31,16,11.0,11,6,3.0,0.0
40,102,5,60.0,60,74,70.0,0.0
40,50,4,107.0,107,96,91.0,0.0
40,57,21,175.0,175,134,151.0,0.0
40,86,13,82.0,82,75,94.0,0.0
40,35,5,28.0,28,30,56.0,0.0
40,52,19,100.0,100,98,97.0,0.0
40,44,11,80.0,80,72,88.0,0.0
40,84,8,47.0,47,43,73.0,0.0
40,99,0,36.0,36,38,41.0,0.0
40,33,17,0.0,0,0,-0.0,0.0
40,9,5,109.0,109,112,105.0,0.0
41,60,28,14.0,14,13,14.0,0.0
41,104,4,45.0,45,39,47.0,0.0
41,37,1,49.0,49,48,58.0,0.0
41,103,29,3.0,3,3,4.0,0.0
41,89,29,4.0,4,5,5.0,0.0
41,42,5,107.0,107,96,125.0,0.0
41,44,16,111.0,111,85,94.0,0.0
41,109,6,117.0,117,133,139.0,0.0
41,81,24,20.0,20,13,21.0,0.0
41,77,8,21.0,21,31,24.0,0.0
41,48,22,146.0,146,158,160.0,0.0
41,50,30,71.0,71,86,68.0,0.0
41,74,31,0.0,0,0,0.0,0.0
41,51,19,105.0,105,91,89.0,0.0
41,115,4,66.0,66,45,39.0,0.0
41,64,20,229.0,229,258,260.0,0.0
41,38,10,157.0,157,179,120.0,0.0
41,86,10,107.0,107,103,122.0,0.0
41,96,27,49.0,49,71,56.0,0.0
41,72,3,46.0,46,25,23.0,0.0
41,30,22,21.0,21,14,17.0,0.0
41,24,28,14.0,14,9,9.0,0.0
41,55,5,121.0,121,101,107.0,0.0
41,27,26,17.0,17,28,27.0,0.0
41,33,29,0.0,0,1,2.0,0.0
41,65,9,250.0,250,278,253.0,0.0
41,21,8,129.0,129,111,168.0,0.0
41,94,28,11.0,11,12,8.0,0.0
41,17,17,0.0,0,1,0.0,0.0
41,76,19,6.0,6,10,14.0,0.0
42,77,8,21.0,21,31,24.0,0.0
42,117,27,44.0,44,40,34.0,0.0
42,21,10,146.0,146,121,152.0,0.0
42,106,30,33.0,33,34,41.0,0.0
42,111,29,6.0,6,4,2.0,0.0
42,39,1,65.0,65,60,84.0,0.0
42,105,30,45.0,45,38,38.0,0.0
42,30,14,10.0,10,11,8.0,0.0
42,50,5,134.0,134,128,117.0,0.0
42,113,30,26.0,26,28,32.0,0.0
42,63,24,82.0,82,90,104.0,0.0
42,94,16,63.0,63,47,53.0,0.0
42,46,3,79.0,79,61,74.0,0.0
42,45,7,254.0,254,234,254.0,0.0
42,11,29,6.0,6,8,9.0,0.0
42,74,28,5.0,5,4,4.0,0.0
